date,price
2023-01-01,31.738499535539315
2023-01-02,29.516074945900854
2023-01-03,32.266909883352426
2023-01-04,35.33060449742809
2023-01-05,29.180463188468323
2023-01-06,29.180520650677867
2023-01-07,35.52724485427587
2023-01-08,32.68602155203518
2023-01-09,28.356839649227666
2023-01-10,31.898960152550877
2023-01-11,28.378038075156383
2023-01-12,28.3699458625041
2023-01-13,30.84686795048112
2023-01-14,23.303519143697706
2023-01-15,23.962787586204385
2023-01-16,28.031993647656595
2023-01-17,26.45509107882952
2023-01-18,31.09986566408346
2023-01-19,26.821915735675763
2023-01-20,25.056937045326478
2023-01-21,35.12977069122544
2023-01-22,29.209782948297125
2023-01-23,30.236348716407733
2023-01-24,25.013381348252903
2023-01-25,28.094660464161862
2023-01-26,30.388229063984532
2023-01-27,25.97152247902194
2023-01-28,31.314943064209853
2023-01-29,27.897764585284182
2023-01-30,28.97907187572353
2023-01-31,27.89402685719711
2023-02-01,36.482973645781286
2023-02-02,29.95275971341723
2023-02-03,26.29801174865435
2023-02-04,32.87890719236116
2023-02-05,25.727047225101423
2023-02-06,30.731022582516644
2023-02-07,23.141154566420784
2023-02-08,25.351348828855492
2023-02-09,30.689014325541933
2023-02-10,32.584633029983934
2023-02-11,30.599788984164896
2023-02-12,29.595231011641157
2023-02-13,28.94613706543749
2023-02-14,24.825173033714005
2023-02-15,27.48054527061852
2023-02-16,28.387764301640743
2023-02-17,33.69992779176621
2023-02-18,31.202664013489613
2023-02-19,23.82935945623043
2023-02-20,31.134293892881782
2023-02-21,28.65221201854289
2023-02-22,27.630772998929146
2023-02-23,32.14086701094304
2023-02-24,33.60849832873583
2023-02-25,33.2594804169067
2023-02-26,27.062738668720765
2023-02-27,28.91775668452075
2023-02-28,31.159422009912475
2023-03-01,33.41440794492826
2023-03-02,28.322890167541484
2023-03-03,29.35019358167664
2023-03-04,26.127827590978903
2023-03-05,25.813276815717654
2023-03-06,32.843840378379696
2023-03-07,34.74684009999788
2023-03-08,29.74796457446883
2023-03-09,33.51236514262209
2023-03-10,31.26572608766672
2023-03-11,27.742080858882066
2023-03-12,31.26488461927945
2023-03-13,35.383127982630896
2023-03-14,29.87460886311517
2023-03-15,35.47625279534902
2023-03-16,20.830892135685893
2023-03-17,32.87665876531328
2023-03-18,30.3046647388336
2023-03-19,28.953474273369462
2023-03-20,30.32116271787426
2023-03-21,23.043508798896877
2023-03-22,29.23114839256871
2023-03-23,31.249894000291114
2023-03-24,35.172629156595306
2023-03-25,28.186054236042235
2023-03-26,27.170272389873844
2023-03-27,28.24385034745412
2023-03-28,33.20390741195726
2023-03-29,31.150628883808896
2023-03-30,28.145839286815363
2023-03-31,31.796436015896745
2023-04-01,30.33977142271814
2023-04-02,33.390257466865116
2023-04-03,27.542814171429267
2023-04-04,28.853182486907812
2023-04-05,28.62762146403745
2023-04-06,24.877697681537583
2023-04-07,31.036420969726016
2023-04-08,30.913693452629612
2023-04-09,30.017897098248614
2023-04-10,29.178945033186984
2023-04-11,25.04620240282355
2023-04-12,28.527741370321245
2023-04-13,28.800499192156305
2023-04-14,27.192029557724332
2023-04-15,29.43550000916897
2023-04-16,31.414177998850885
2023-04-17,36.601650654236856
2023-04-18,30.611022344911436
2023-04-19,30.901426367529673
2023-04-20,29.739439294818414
2023-04-21,23.284300746453354
2023-04-22,29.907201435927742
2023-04-23,30.210805734793592
2023-04-24,38.6213473936985
2023-04-25,29.326736623266072
2023-04-26,31.055415698167643
2023-04-27,29.878508806031647
2023-04-28,25.90962686833164
2023-04-29,33.99987985080257
2023-04-30,32.63176561440371
2023-05-01,32.76861181465066
2023-05-02,26.817143908218412
2023-05-03,34.90978008827635
2023-05-04,25.093521280227016
2023-05-05,32.053999828300945
2023-05-06,37.666594690334925
2023-05-07,26.533122862042593
2023-05-08,28.017957946390297
2023-05-09,30.348779777806744
2023-05-10,28.237835210593303
2023-05-11,24.572677991268534
2023-05-12,30.239970411821094
2023-05-13,26.28193700195863
2023-05-14,31.657573507223134
2023-05-15,26.782015180181688
2023-05-16,35.42477041756139
2023-05-17,27.25861347682317
2023-05-18,28.872784693280135
2023-05-19,32.84731026079385
2023-05-20,25.691974892481156
2023-05-21,30.796109771114452
2023-05-22,34.5749996399885
2023-05-23,24.373808679035704
2023-05-24,30.646218504863064
2023-05-25,30.90958977986948
2023-05-26,32.736380051220586
2023-05-27,25.670672511926714
2023-05-28,25.378401854205034
2023-05-29,31.826795479659143
2023-05-30,31.03944635631615
2023-05-31,30.876724976210568
2023-06-01,31.212568733239415
2023-06-02,27.619913474475283
2023-06-03,30.81288794006351
2023-06-04,31.025753656545383
2023-06-05,27.499770036907712
2023-06-06,36.530210789006645
2023-06-07,31.658415223191255
2023-06-08,25.83043775979073
2023-06-09,32.29793763021841
2023-06-10,26.588614154204375
2023-06-11,32.754796113098585
2023-06-12,34.05508452652592
2023-06-13,27.127611885769014
2023-06-14,33.37181645235513
2023-06-15,31.444733244277746
2023-06-16,32.87721055998072
2023-06-17,36.638775439288814
2023-06-18,29.141141593989953
2023-06-19,27.361923424748788
2023-06-20,26.88669949631067
2023-06-21,27.144664002620967
2023-06-22,29.730144017050634
2023-06-23,31.194031911858254
2023-06-24,30.968417797655068
2023-06-25,32.89514137162608
2023-06-26,30.045506621572674
2023-06-27,35.08736927005061
2023-06-28,29.073701083667153
2023-06-29,39.52059208306367
2023-06-30,32.18983571717752
2023-07-01,26.99994855254301
2023-07-02,26.251876256786108
2023-07-03,31.688653453351147
2023-07-04,29.21788025135952
2023-07-05,32.49900172932232
2023-07-06,31.656331686007405
2023-07-07,29.745098805700945
2023-07-08,27.036221986760584
2023-07-09,24.698034713599473
2023-07-10,28.437197667765425
2023-07-11,32.99739578013215
2023-07-12,30.749328104455714
2023-07-13,25.63991427450804
2023-07-14,30.60613324047914
2023-07-15,31.34861082905093
2023-07-16,26.906498973296035
2023-07-17,30.538037870809347
2023-07-18,30.203730514561
2023-07-19,25.999603957592818
2023-07-20,61.25225576121899
2023-07-21,61.96274584228882
2023-07-22,63.79067935111347
2023-07-23,63.68830718212216
2023-07-24,55.17815721215018
2023-07-25,56.71761236029707
2023-07-26,61.80262343523031
2023-07-27,61.79825082819273
2023-07-28,61.80266690207117
2023-07-29,73.48456021729152
2023-07-30,61.998116787426085
2023-07-31,63.9744797406321
2023-08-01,63.339006172226206
2023-08-02,62.27986937957029
2023-08-03,58.89655764375879
2023-08-04,62.65639227172643
2023-08-05,57.2951117491185
2023-08-06,59.171134876409965
2023-08-07,58.30122758259814
2023-08-08,60.28655948785213
2023-08-09,68.10130498335728
2023-08-10,53.46457182592888
2023-08-11,62.4019106663108
2023-08-12,54.35549445083622
2023-08-13,58.348238469736984
2023-08-14,63.811327089385784
2023-08-15,60.22498006683412
2023-08-16,56.22789327724743
2023-08-17,57.49643701759011
2023-08-18,62.37859212127137
2023-08-19,57.443716788990024
2023-08-20,60.757605063536914
2023-08-21,60.15950143966335
2023-08-22,57.71939878337964
2023-08-23,67.50380431263864
2023-08-24,62.21871657811304
2023-08-25,52.91200094669838
2023-08-26,60.652590101692994
2023-08-27,57.683747373310645
2023-08-28,62.98351667178678
2023-08-29,57.226177415485544
2023-08-30,59.598422454865855
2023-08-31,61.7674554764316
2023-09-01,63.03014317959543
2023-09-02,55.798962575304785
2023-09-03,58.82924567455668
2023-09-04,58.33769141093666
2023-09-05,57.713347685992005
2023-09-06,66.17908984098383
2023-09-07,61.417435988363344
2023-09-08,55.58690615982734
2023-09-09,63.21251681469172
2023-09-10,67.42754668954422
2023-09-11,63.613628411929014
2023-09-12,54.682205119160955
2023-09-13,58.30518074496812
2023-09-14,64.43418902215318
2023-09-15,57.52315687033427
2023-09-16,61.5533679985118
2023-09-17,62.711219187002676
2023-09-18,56.75574334947671
2023-09-19,59.7916612537837
2023-09-20,48.65556430975825
2023-09-21,56.414643255329985
2023-09-22,59.11601147012394
2023-09-23,55.63275886312303
2023-09-24,65.71343956376073
2023-09-25,54.99450517713779
2023-09-26,58.459844296560554
2023-09-27,60.457592020501316
2023-09-28,65.04445651173141
2023-09-29,54.97448247087196
2023-09-30,64.07107313254235
